191,144,-1,10,5,6,18,-1,6,1,3,-1,-1,-1,-1,-1,-1,-1,-1,0
191,139,-1,10,5,3,19,-1,8,1,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,59,-1,5,7,5,21,-1,5,1,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,186,9,6,6,6,17,-1,8,1,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,140,-1,10,5,3,19,-1,8,1,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,146,-1,9,5,6,18,-1,6,1,3,-1,-1,-1,-1,-1,-1,-1,-1,0
191,108,-1,8,4,5,19,-1,8,1,3,-1,-1,-1,-1,-1,-1,-1,-1,0
191,127,10,5,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
191,97,-1,5,6,4,17,-1,11,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,137,-1,7,6,5,17,-1,5,1,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,166,-1,7,8,6,17,-1,7,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,74,-1,7,7,5,17,-1,10,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,43,-1,6,7,6,17,-1,7,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,112,-1,5,8,5,19,-1,12,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,22,7,4,8,4,16,-1,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,51,9,6,5,6,15,-1,11,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,46,10,4,10,4,17,-1,6,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,120,-1,6,6,6,18,-1,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,95,9,5,6,4,17,-1,11,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,19,-1,6,7,4,18,-1,7,1,3,-1,-1,-1,-1,-1,-1,-1,-1,0
191,29,10,5,8,5,24,-1,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,64,-1,8,5,6,19,-1,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,194,-1,2,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
191,76,10,8,6,5,17,-1,10,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,158,-1,6,8,4,18,-1,6,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,173,-1,5,6,5,18,-1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
191,150,-1,4,6,5,17,-1,5,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,37,11,4,8,6,20,-1,10,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,169,9,10,4,4,19,-1,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,198,-1,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
191,42,-1,6,7,6,17,-1,8,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,174,-1,5,5,5,18,-1,7,1,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,93,9,8,6,4,20,-1,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,31,10,7,6,7,15,-1,6,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,7,-1,5,5,7,17,-1,4,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0
191,157,9,6,-1,4,-1,-1,6,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,68,9,8,5,6,15,-1,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,13,-1,5,5,7,17,-1,13,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,65,-1,8,5,6,19,-1,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,56,9,8,8,6,18,-1,5,1,3,-1,-1,-1,-1,-1,-1,-1,-1,0
191,92,-1,8,6,3,19,-1,7,2,3,-1,-1,-1,-1,-1,-1,-1,-1,0
191,99,9,5,6,4,18,-1,11,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,27,10,5,7,5,23,-1,6,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,100,9,5,6,5,17,-1,9,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,111,-1,5,6,5,19,-1,12,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,118,-1,6,6,6,17,-1,7,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,179,10,7,5,6,16,-1,7,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,130,10,7,5,4,19,-1,7,1,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,113,-1,5,7,5,18,-1,12,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,75,-1,8,7,5,17,-1,10,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,184,9,5,6,5,17,-1,8,1,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,94,9,8,6,4,20,-1,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,149,-1,4,8,5,15,-1,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,40,11,7,7,7,17,-1,3,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,88,-1,7,6,3,19,-1,7,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,110,-1,5,8,5,19,-1,12,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,200,-1,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
191,121,-1,6,6,6,18,-1,6,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,187,8,3,3,5,18,-1,8,0,2,-1,-1,-1,-1,-1,-1,-1,-1,0
191,177,-1,5,4,7,18,-1,7,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,192,-1,3,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
191,124,-1,4,6,4,19,-1,11,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0
191,102,-1,5,7,5,17,-1,9,3,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,35,-1,5,7,4,-1,-1,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,114,10,5,8,5,19,-1,15,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,91,-1,8,6,3,19,-1,7,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,129,-1,5,6,4,17,-1,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,21,10,5,8,4,16,-1,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,0
191,11,-1,4,5,6,17,-1,13,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0
